period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
09073,2009-06-27,01,10,19,21,30,01,04,50495747,78180000,2,5000000,38,70530
09072,2009-06-24,23,26,29,32,33,05,10,45922820,79140000,1,5000000,40,8775
09071,2009-06-22,04,20,29,30,33,02,11,45019753,83090000,0,0,27,85911
09070,2009-06-20,10,21,24,30,31,03,10,49441977,76600000,1,5000000,18,92128
09069,2009-06-17,14,16,27,30,33,08,12,46288776,76340000,1,5000000,30,85823
09068,2009-06-15,02,12,15,20,28,01,12,45860799,73980000,0,0,7,517024
09067,2009-06-13,03,06,25,28,32,02,05,50223305,62980000,0,0,9,272097
09066,2009-06-10,01,08,19,24,31,06,12,45835410,53380000,1,5000000,15,174611
09065,2009-06-08,01,12,24,27,32,02,11,45248670,50170000,0,0,20,102983
09064,2009-06-06,06,10,11,17,34,11,12,50207791,43360000,0,0,7,566068
09063,2009-06-03,05,06,18,21,22,01,07,45959640,32270000,0,0,31,92917
09062,2009-06-01,04,22,23,29,31,05,11,45578124,23110000,0,0,29,58422
09061,2009-05-30,02,10,21,26,34,02,10,49154757,18270000,1,5000000,12,235409
09060,2009-05-27,18,28,29,30,31,04,08,46270476,13780000,2,5000000,21,53998
09059,2009-05-25,02,13,14,29,33,04,11,46071746,20330000,4,5000000,14,109201
09058,2009-05-23,08,10,14,27,32,02,07,51003335,35310000,0,0,8,414063
09057,2009-05-20,06,15,22,27,30,02,09,48851346,25340000,14,5000000,91,17313
09056,2009-05-18,04,13,17,32,35,03,06,47573881,99670000,0,0,40,44614
09055,2009-05-16,05,08,14,23,24,05,06,52677379,94520000,0,0,15,235353
09054,2009-05-13,02,12,19,29,30,07,12,50568158,45390000,3,5696396,48,129993
09053,2009-05-11,05,09,24,31,33,05,06,46770636,101450000,0,0,48,35679
09052,2009-05-09,23,24,30,34,35,01,03,52182712,96062600,1,5000000,28,88871
09051,2009-05-06,03,11,22,26,29,05,12,48242380,93340000,0,0,14,215774
09050,2009-05-04,05,15,28,32,33,08,09,46736299,84520000,1,5000000,28,69076
09049,2009-05-02,05,16,28,29,34,11,12,50231963,86870000,1,5000000,9,389542
09048,2009-04-29,05,06,22,25,27,11,12,47916383,80750000,0,0,10,276036
09047,2009-04-27,13,18,21,24,29,03,06,48883059,72560000,0,0,8,451368
09046,2009-04-25,01,09,24,34,35,04,09,54210221,61692863,2,5000000,33,84525
09045,2009-04-22,01,09,14,24,35,06,09,50114289,61180000,0,0,7,441668
09044,2009-04-20,01,07,18,29,34,03,09,48504299,51785973,1,5000000,35,18710
09043,2009-04-18,05,21,22,32,35,02,05,54703400,54660000,1,5000000,43,60136
09042,2009-04-15,11,24,25,26,31,02,07,50135357,55020000,2,5000000,32,34388
09041,2009-04-13,05,09,20,23,29,04,10,49858255,64480000,0,0,16,163126
09040,2009-04-11,03,16,30,32,33,01,10,55451075,55529044,0,0,11,315517
09039,2009-04-08,01,03,07,10,33,03,04,49756688,45280000,1,5000000,10,265033
09038,2009-04-06,06,17,20,29,32,04,05,46810312,45410000,1,5000000,69,9467
09037,2009-04-04,17,18,19,25,31,01,11,53181208,48490000,0,0,15,208584
09036,2009-04-01,02,12,26,31,33,09,10,48851036,37276722,0,0,13,214663
09035,2009-03-30,03,07,09,28,33,03,08,47372251,28380000,1,5000000,29,37040
09034,2009-03-28,05,19,31,32,35,04,09,53016496,0,14,4483258,130,3000
09033,2009-03-25,02,08,18,21,32,08,11,48984920,69940000,0,0,19,152143
09032,2009-03-23,04,12,20,26,29,06,10,46963564,56850000,1,5000000,26,77486
09031,2009-03-21,07,11,19,21,22,01,11,53083824,55688643,0,0,14,270076
09030,2009-03-18,01,07,27,30,32,01,04,48076848,44640000,0,0,9,353834
09029,2009-03-16,03,04,13,17,24,04,11,46951848,35130000,1,5000000,8,452537
09028,2009-03-14,06,20,30,32,35,09,11,54417733,0,11,1881523,32,22180
09027,2009-03-11,03,22,26,33,34,09,10,48116008,19650000,0,0,7,487991
09026,2009-03-09,24,30,31,32,34,10,12,47275096,10080000,4,5000000,28,75673
09025,2009-03-07,03,17,22,23,33,04,10,51222852,26770000,3,5000000,9,335347
09024,2009-03-04,29,31,32,33,35,10,11,49544899,32195688,12,5000000,674,3000
09023,2009-03-02,15,17,21,27,33,07,11,48760441,97585347,0,0,9,410040
09022,2009-02-28,12,14,17,34,35,04,11,55310640,87252331,0,0,14,207950
09021,2009-02-25,01,15,31,32,34,03,08,49445917,78400000,3,5000000,26,39000
09020,2009-02-23,05,16,18,32,35,02,11,48090233,90300000,0,0,27,97186
09019,2009-02-21,04,29,31,32,35,04,10,53504263,81640000,2,5000000,71,20189
09018,2009-02-18,01,06,13,28,29,03,09,47980946,90497720,2,6283265,31,211361
09017,2009-02-16,05,11,23,26,33,04,12,47076272,100497720,1,5000000,8,404617
09016,2009-02-14,10,11,20,26,27,09,11,53924327,95754526,1,9175345,26,379576
09015,2009-02-11,01,05,10,16,27,03,04,49522537,100754526,2,6425136,22,297789
09014,2009-02-09,08,14,15,25,26,07,09,47780433,110754526,0,0,21,331862
09013,2009-02-07,05,24,26,30,35,05,12,51994916,108052216,0,0,11,321586
09012,2009-02-04,02,05,20,25,31,10,12,46529600,97066823,1,8561547,6,1510959
09011,2009-02-02,02,11,13,14,21,02,04,44940347,102060000,0,0,9,386940
09010,2009-01-24,02,09,12,21,29,07,11,59500348,91660000,0,0,25,144293
09009,2009-01-21,12,18,23,26,32,06,09,50940517,80590000,4,5630474,25,290018
09008,2009-01-19,04,17,21,29,31,02,12,52448051,103590000,1,9221381,19,552330
09007,2009-01-17,06,14,15,29,35,06,11,58730615,108590000,1,8227344,35,199923
09006,2009-01-14,02,04,22,31,35,09,12,51414782,113590000,0,0,27,301435
09005,2009-01-12,10,11,15,31,32,05,08,50937415,110430000,0,0,8,868620
09004,2009-01-10,01,03,22,32,35,06,10,55138389,107760000,0,0,10,375553
09003,2009-01-07,16,18,23,30,32,02,11,50535881,97247171,0,0,7,501146
09002,2009-01-05,01,04,07,12,30,05,10,52000661,85740000,0,0,4,882242
09001,2009-01-03,01,15,23,27,30,04,10,57073015,74370000,2,5000000,24,132349
08154,2008-12-31,05,07,10,29,32,04,06,54753073,80810000,4,5223929,52,42798
08153,2008-12-29,02,04,06,25,26,02,05,52918807,100810000,1,5000000,19,146678
08152,2008-12-27,03,05,14,20,33,07,11,61367170,975200000,2,7044546,15,763297
08151,2008-12-24,07,10,27,31,34,08,09,53683392,107520000,0,0,19,337600
08150,2008-12-22,01,09,10,15,25,03,08,48042807,104570000,0,0,32,53471
08149,2008-12-20,02,05,06,27,29,03,04,55352420,98880000,0,0,12,294221
08148,2008-12-17,03,07,20,33,35,04,07,50309105,88010000,0,0,6,494106
08147,2008-12-15,16,18,19,24,35,11,12,50547246,78880000,2,5000000,4,1099239
08146,2008-12-13,09,23,24,26,33,07,12,57492342,82570000,3,5000000,16,212607
08145,2008-12-10,05,16,27,29,30,05,11,51322996,86970000,1,5000000,25,107849
08144,2008-12-08,10,19,27,28,33,05,12,49575223,83880000,1,5000000,68,9283
08143,2008-12-06,01,02,22,29,32,01,04,54106721,86940000,0,0,37,82780
08142,2008-12-03,06,18,21,30,35,08,09,50934846,77110000,1,5000000,13,274202
08141,2008-12-01,09,15,18,30,34,04,05,50546850,70290000,1,5000000,9,371457
08140,2008-11-29,02,09,11,29,32,08,09,55500534,65307524,2,5000000,54,42974
08139,2008-11-26,01,06,10,14,22,06,08,51296604,67790000,0,0,14,278598
08138,2008-11-24,04,05,18,22,35,07,08,51656800,56400000,1,5000000,12,195360
08137,2008-11-22,01,10,25,32,35,05,09,56767696,52870000,1,5000000,27,97713
08136,2008-11-19,03,28,29,32,34,01,06,50998989,49500000,0,0,11,312214
08135,2008-11-17,07,22,25,29,33,01,12,52220703,39360000,4,5000000,31,80364
08134,2008-11-15,11,13,15,28,35,08,10,58653172,51980000,1,5000000,16,168403
08133,2008-11-12,10,12,15,33,35,03,09,53113538,51300000,0,0,13,226773
08132,2008-11-10,06,14,24,27,29,05,09,50200160,42670000,3,5000000,15,157821
08131,2008-11-08,08,09,12,21,32,07,11,57720986,56510000,1,5000000,13,278795
08130,2008-11-05,03,05,22,29,34,07,12,54962085,50420000,2,6153846,28,86650
08129,2008-11-03,13,16,20,25,27,04,05,52855672,54300000,0,0,40,49409
08128,2008-11-01,12,15,23,24,25,10,11,58998573,48520000,0,0,17,224815
08127,2008-10-29,08,21,22,31,33,01,07,55689286,37060000,2,8461538,83,22180
08126,2008-10-27,09,29,32,34,35,01,08,52493901,44463793,0,0,24,115103
08125,2008-10-25,01,04,28,33,34,06,11,58300053,35760000,0,0,10,384330
08124,2008-10-22,02,10,13,29,33,06,10,52114543,23700000,3,5833333,56,10772
08123,2008-10-20,01,06,12,28,31,08,09,52188936,39760000,1,11000000,19,172185
08122,2008-10-18,03,06,12,20,29,09,12,56605878,34730000,0,0,75,14776
08121,2008-10-15,11,23,24,32,35,04,10,50102126,31130000,1,8000000,13,191587
08120,2008-10-13,21,23,24,25,32,03,04,50941532,27550000,2,8000000,9,385140
08119,2008-10-11,01,02,10,19,27,01,11,56241876,33850000,0,0,18,208703
08118,2008-10-08,06,09,19,25,30,06,12,51733525,16270000,3,5714285,19,187684
08117,2008-10-06,13,23,24,25,30,02,08,49147100,26970000,1,8000000,25,61080
08116,2008-10-04,06,08,15,24,31,01,03,53664504,27390000,1,8000000,42,62310
08115,2008-10-01,07,09,19,21,33,07,10,46931777,24120000,4,5750000,21,86488
08114,2008-09-29,02,03,22,27,31,06,07,55470213,41310000,3,8333333,23,22586
08113,2008-09-27,11,14,17,19,22,01,08,61348255,54670000,0,0,6,772402
08112,2008-09-24,04,18,26,32,33,05,08,50352321,40390000,0,0,17,169800
08111,2008-09-22,02,11,12,14,19,05,09,49939290,30600000,0,0,13,241071
08110,2008-09-20,05,16,25,27,33,04,09,56718694,20200000,2,6500000,22,135302
08109,2008-09-17,01,10,18,28,34,05,08,50756930,21410000,1,6875000,13,184402
08108,2008-09-15,11,16,24,29,32,09,11,52169608,22080000,2,11000000,16,216138
08107,2008-09-13,01,02,13,15,16,04,09,57802825,21670000,0,0,19,172182
08106,2008-09-10,03,05,21,28,33,02,06,47541191,11350000,0,0,20,85173
08105,2008-09-08,12,21,22,26,35,04,05,45562019,12440000,0,0,17,122470
08104,2008-09-06,07,08,10,24,34,08,11,51349639,3000000,2,4749240,8,388207
08103,2008-09-03,02,11,22,30,34,04,09,44650816,3000000,1,7957833,24,68630
08102,2008-09-01,05,25,26,29,35,03,10,45289971,3000000,3,3376580,21,119004
08101,2008-08-30,10,13,23,31,33,04,11,50054696,4550000,1,8000000,27,78076
08100,2008-08-27,12,20,26,29,30,02,06,47711626,3000000,2,6773637,9,291959
08099,2008-08-25,03,18,23,25,30,06,10,43869995,5860000,0,0,15,134290
08098,2008-08-23,07,10,22,27,33,04,08,49974858,3000000,2,4562339,35,54143
08097,2008-08-20,01,10,31,33,35,03,10,52553996,3000000,19,3065486,122,3000
08096,2008-08-18,06,07,12,25,28,02,12,50054794,51080000,0,0,19,156532
08095,2008-08-16,03,04,11,21,25,01,07,55628578,40650000,0,0,19,145704
08094,2008-08-13,07,12,19,27,34,11,12,49427530,32160000,1,8000000,25,97281
08093,2008-08-11,06,07,10,24,30,05,08,50479495,29040000,8,5272727,37,3000
08092,2008-08-09,03,23,26,32,34,04,09,60998837,84040000,2,8461538,20,204524
08091,2008-08-06,09,13,19,22,25,04,10,53330741,83870000,0,0,35,53609
08090,2008-08-04,04,11,18,33,34,02,06,52730184,78170000,0,0,18,158124
08089,2008-08-02,08,13,24,32,33,03,09,59467723,69400000,2,6500000,29,70023
08088,2008-07-30,07,11,19,27,31,02,03,54514985,73130000,6,5909090,284,3000
08087,2008-07-28,14,22,32,33,35,01,05,51247817,106130000,0,0,21,139573
08086,2008-07-26,01,06,10,22,35,03,07,58919410,97220000,1,11341092,20,386572
08085,2008-07-23,03,07,13,15,19,02,10,53391228,102220000,1,20561196,11,779011
08084,2008-07-21,02,17,20,22,25,05,11,49313526,107220000,0,0,9,820484
08083,2008-07-19,06,14,15,30,31,03,10,49954076,103350000,0,0,26,72749
08082,2008-07-16,15,19,29,33,35,01,02,44234753,97440000,0,0,6,478399
08081,2008-07-14,07,08,20,22,29,04,07,44696695,87800000,2,6500000,13,202466
08080,2008-07-12,06,09,29,31,33,05,11,53506763,89750000,3,6971650,14,692784
08079,2008-07-09,20,23,26,32,33,05,12,44591474,113750000,0,0,9,856193
08078,2008-07-07,08,17,20,28,31,07,11,39684782,110260000,0,0,9,672125
08077,2008-07-05,01,08,21,33,34,05,07,43244940,107670000,0,0,12,693790
08076,2008-07-02,03,05,10,27,34,01,12,39587591,104250000,1,8413842,5,1706921
08075,2008-06-30,01,10,13,30,33,06,07,38824479,109250000,0,0,7,991344
08074,2008-06-28,10,13,22,31,35,04,12,44030350,106770000,1,8183874,14,459528
08073,2008-06-25,02,05,06,07,31,08,10,39140810,111770000,0,0,4,1670649
08072,2008-06-23,10,25,32,33,34,03,09,36970156,109030000,0,0,1,5000000
08071,2008-06-21,01,05,11,14,25,01,09,40950429,103900000,0,0,11,243628
08070,2008-06-18,09,17,18,21,31,01,05,36677881,95580000,1,5000000,16,127969
08069,2008-06-16,05,13,16,29,33,06,08,36600634,94410000,1,5000000,16,90215
08068,2008-06-14,06,09,11,33,34,06,10,42073413,97460000,2,6008013,18,254273
08067,2008-06-11,03,10,14,15,22,04,07,36123416,107460000,0,0,7,387249
08066,2008-06-09,02,07,21,22,25,04,12,33980514,99870000,0,0,3,940660
08065,2008-06-07,19,22,23,25,32,06,12,38232402,91970000,0,0,13,175555
08064,2008-06-04,14,18,24,27,31,06,07,34764938,84990000,0,0,8,225082
08063,2008-06-02,07,11,24,30,35,06,08,33620255,78440000,1,5000000,11,146358
08062,2008-05-31,01,15,27,28,29,03,10,38155924,77950000,1,5000000,16,139431
08061,2008-05-28,07,10,14,19,32,03,06,34088627,76470000,0,0,12,150346
08060,2008-05-26,03,13,17,23,30,01,11,34123914,70660000,0,0,13,156597
08059,2008-05-24,07,13,21,25,31,08,10,37223008,63900000,0,0,41,26028
08058,2008-05-21,03,09,11,29,33,03,12,31693634,60740000,0,0,5,489330
08057,2008-05-19,05,08,09,17,33,05,06,33585570,53890000,1,5000000,12,103637
08056,2008-05-17,15,19,25,30,31,03,09,38031764,54540000,0,0,6,372783
08055,2008-05-14,02,14,28,30,35,04,12,34734846,47026761,0,0,16,137185
08054,2008-05-12,05,14,23,31,35,02,06,35199137,39728478,1,5000000,24,78332
08053,2008-05-10,01,13,21,23,32,03,06,40590404,38674943,1,5000000,16,175719
08052,2008-05-07,03,18,19,30,35,05,09,36039732,38210000,2,5000000,25,35066
08051,2008-05-05,01,07,09,11,33,03,11,32455286,51520000,0,0,3,641936
08050,2008-05-03,01,05,11,26,27,03,07,36504694,43970000,1,5000000,20,129148
08049,2008-04-30,01,11,14,28,30,03,10,34534278,43870000,0,0,9,248988
08048,2008-04-28,01,13,22,25,27,02,10,35228776,37170000,0,0,5,544151
08047,2008-04-26,12,18,22,23,30,06,12,39085165,29561718,1,5000000,21,59174
08046,2008-04-23,11,25,26,27,35,07,08,36109020,30480000,11,5126319,9,501069
08045,2008-04-21,14,32,33,34,35,02,04,37051277,115480000,0,0,14,493038
08044,2008-04-19,02,21,23,27,32,10,11,40146906,112700000,0,0,2,4516480
08043,2008-04-16,05,08,10,31,33,02,04,36730493,109470000,0,0,5,1449595
08042,2008-04-14,05,10,13,32,35,04,05,37103662,106570000,0,0,15,405892
08041,2008-04-12,07,17,21,22,28,05,10,41082219,104050000,0,0,9,619659
08040,2008-04-09,04,08,19,22,29,08,11,34914609,101530000,0,0,31,34936
08039,2008-04-07,07,11,15,27,35,04,07,35615468,98031078,1,5000000,4,417137
08038,2008-04-05,12,13,19,32,33,02,10,38899465,96250000,1,5000000,8,348426
08037,2008-04-02,11,20,24,31,35,04,10,35701978,95860000,1,5000000,17,104455
08036,2008-03-31,09,19,22,30,32,01,10,35011394,98540000,0,0,4,519236
08035,2008-03-29,02,12,13,29,30,05,07,40647039,90980000,3,5821630,37,162775
08034,2008-03-26,06,07,18,34,35,05,10,37136042,105980000,0,0,9,634156
08033,2008-03-24,03,10,21,23,30,01,09,35577965,103670000,0,0,1,2952185
08032,2008-03-22,03,09,19,27,33,09,10,39050107,95400000,0,0,18,65714
08031,2008-03-19,14,20,23,27,28,02,04,36371168,91540000,1,5000000,7,350472
08030,2008-03-17,03,21,23,26,35,05,08,36988855,89080000,0,0,5,447175
08029,2008-03-15,06,11,18,29,30,04,11,41196344,81320000,0,0,46,25470
08028,2008-03-12,03,11,17,19,26,07,12,37067292,77180000,1,5000000,12,138162
08027,2008-03-10,05,17,23,31,32,04,08,36275066,76380000,1,5000000,12,191369
08026,2008-03-08,01,21,22,24,25,08,10,41359289,74300000,1,5000000,8,265702
08025,2008-03-05,06,10,12,15,28,04,12,36543884,73670000,0,0,12,191005
08024,2008-03-03,08,12,17,20,30,01,02,37092316,66940000,0,0,9,271283
08023,2008-03-01,06,26,31,32,34,07,10,42696890,59190000,8,5030347,30,22144
08022,2008-02-27,09,12,13,25,31,08,10,35986578,102190000,0,0,30,46426
08021,2008-02-25,05,10,13,21,24,04,09,34998095,97350000,0,0,9,195511
08020,2008-02-23,04,05,15,17,33,04,08,39990807,90450000,2,5000000,17,118181
08019,2008-02-20,08,24,25,29,31,04,05,35381234,94430000,1,5000000,22,43493
08018,2008-02-18,03,06,07,11,30,02,03,34043634,96680000,0,0,12,141304
08017,2008-02-16,02,14,25,29,32,01,06,38618400,90270000,2,6125995,13,553868
08016,2008-02-13,08,10,11,17,19,06,09,31817578,103270000,0,0,3,558842
08015,2008-02-04,09,18,20,27,33,06,09,37624757,96700000,2,5527466,22,121057
08014,2008-02-02,04,07,10,28,34,01,06,40784587,106700000,0,0,11,565603
08013,2008-01-30,01,11,19,22,35,05,09,35195405,104110000,0,0,10,169227
08012,2008-01-28,02,10,29,32,35,02,03,36047488,98520000,1,6685321,11,563450
08011,2008-01-26,14,20,22,24,27,07,10,36828290,106520000,0,0,4,502593
08010,2008-01-23,06,23,24,27,29,06,08,36828290,99200000,0,0,16,118288
08009,2008-01-21,04,08,12,24,30,05,08,36163472,92120000,0,0,7,275263
08008,2008-01-19,02,06,08,17,32,08,09,40965970,85330000,0,0,21,110305
08007,2008-01-16,03,04,05,12,28,03,12,37938717,77740000,1,5000000,12,150110
08006,2008-01-14,10,12,26,29,34,05,07,38616408,76430000,5,5362133,9,556690
08005,2008-01-12,18,25,29,31,34,09,10,43740608,104430000,0,0,13,205174
08004,2008-01-09,09,22,24,31,33,08,09,39786149,96270000,2,5394124,30,70740
08003,2008-01-07,01,11,13,32,35,02,07,39677464,106270000,1,7475629,13,403009
08002,2008-01-05,01,12,24,31,32,10,12,44465710,111270000,0,0,10,971263
08001,2008-01-02,01,02,11,34,35,03,10,38404594,107600000,0,0,36,129903
07093,2007-12-31,06,08,16,25,27,08,12,38317823,105760000,0,0,18,120638
07092,2007-12-29,06,19,27,28,29,06,10,45711827,98060000,1,6940785,15,292161
07091,2007-12-26,07,12,26,31,32,03,08,40161438,103062620,3,5236878,20,106595
07090,2007-12-24,04,20,24,31,33,09,12,39253192,121060000,0,0,30,203444
07089,2007-12-22,08,13,24,30,34,01,12,45773774,118400000,1,7952689,34,162746
07088,2007-12-19,17,18,21,23,33,06,10,41692705,123400000,0,0,4,1870652
07087,2007-12-17,08,18,30,31,33,04,09,38436958,120730951,0,0,11,516222
07086,2007-12-15,14,18,19,26,28,03,09,42936245,118260460,0,0,21,287168
07085,2007-12-12,17,24,28,29,33,02,05,38030537,115730000,0,0,18,318368
07084,2007-12-10,05,11,18,29,34,10,11,37385115,113480000,0,0,18,353124
07083,2007-12-08,01,05,20,21,24,03,04,43353713,110830000,0,0,6,1739592
07082,2007-12-05,03,05,14,33,34,07,08,38456971,107110032,0,0,14,315047
07081,2007-12-03,06,18,20,22,35,04,09,36977555,105330000,0,0,6,423726
07080,2007-12-01,01,15,20,25,27,05,10,42311101,98213654,2,5000000,9,277692
07079,2007-11-28,06,09,25,26,31,02,08,38742232,99810000,3,5742238,20,301684
07078,2007-11-26,09,12,14,22,23,01,02,36608460,117816226,0,0,6,1264680
07077,2007-11-24,04,06,12,13,24,01,04,42293385,114830000,1,8009863,10,714204
07076,2007-11-21,02,09,12,15,31,09,10,37049025,119830000,0,0,8,759246
07075,2007-11-19,05,11,20,30,32,07,11,36219919,117340000,0,0,9,699275
07074,2007-11-17,16,17,23,24,31,05,10,41421431,114793167,0,0,11,568656
07073,2007-11-14,04,05,09,12,23,02,11,36434943,112071738,0,0,27,97253
07072,2007-11-12,21,24,26,27,33,01,05,35700819,110988051,0,0,5,1731966
07071,2007-11-10,10,22,32,33,35,01,07,39637374,107890000,0,0,27,194834
07070,2007-11-07,07,26,29,30,35,03,04,35334306,105682493,0,0,10,560240
07069,2007-11-05,02,13,16,21,35,01,05,35595839,103561582,0,0,8,684774
07068,2007-11-03,04,09,13,14,33,06,10,37948445,101164872,0,0,10,212979
07067,2007-10-31,11,18,25,30,31,04,09,34680253,94843650,2,5839060,12,313249
07066,2007-10-29,04,07,08,19,24,07,12,34190203,104843650,0,0,11,509328
07065,2007-10-27,19,20,24,29,31,09,10,37756172,102515288,0,0,5,502257
07064,2007-10-24,02,16,32,33,35,05,10,34813657,94639890,2,5823811,17,262121
07063,2007-10-22,10,31,33,34,35,07,12,34984345,104639890,0,0,9,735424
07062,2007-10-20,01,04,10,14,29,11,12,38608449,101960843,0,0,10,212088
07061,2007-10-17,02,10,19,28,29,02,09,33874726,95309737,0,0,9,200342
07060,2007-10-15,12,13,29,30,31,04,07,34256481,89251394,3,5446152,20,172969
07059,2007-10-13,04,15,23,31,33,03,09,39037604,107251394,0,0,10,606432
07058,2007-10-10,08,21,25,28,33,02,06,31181480,104565766,0,0,10,183072
07057,2007-10-08,14,16,30,32,35,06,07,29477379,98824607,0,0,9,196652
07056,2007-10-06,04,11,17,20,21,05,09,33285061,92547455,1,6243174,4,1392355
07055,2007-10-03,10,16,24,31,33,07,10,27120226,100547455,0,0,7,265478
07054,2007-10-01,04,10,19,29,34,03,06,28349315,94452068,1,5000000,15,105035
07053,2007-09-29,11,16,19,21,25,01,10,36035758,97511192,0,0,14,138299
07052,2007-09-26,01,14,29,32,33,05,10,31152461,89534085,0,0,12,121612
07051,2007-09-24,03,07,24,28,35,08,11,30808879,84426353,0,0,13,111302
07050,2007-09-22,13,21,22,30,35,01,11,35620417,79440004,0,0,6,345663
07049,2007-09-19,09,10,15,17,32,04,06,31269987,72471427,0,0,9,195186
07048,2007-09-17,08,25,26,29,35,06,08,31603672,66569000,0,0,10,145705
07047,2007-09-15,01,06,15,19,35,02,09,35356622,61754883,0,0,7,201712
07046,2007-09-12,04,16,18,23,30,01,10,31184324,56784691,0,0,7,285671
07045,2007-09-10,09,16,20,26,35,11,12,31167326,49745733,0,0,9,259396
07044,2007-09-08,04,05,07,12,26,01,10,35873627,42773163,1,5000000,8,209895
07043,2007-09-05,04,09,22,24,31,02,06,31248714,43955760,2,5000000,27,56327
07042,2007-09-03,07,10,22,31,35,05,06,34045332,45804596,4,5000000,8,296541
07041,2007-09-01,03,16,17,22,35,01,08,34045332,45804596,4,5000000,8,296541
07040,2007-08-29,05,21,25,28,35,01,04,28464999,61663883,1,5000000,5,410121
07039,2007-08-27,10,11,20,21,35,07,11,27648363,63233173,6,5212668,6,793961
07038,2007-08-25,06,21,25,27,32,08,09,30668940,111233173,0,0,4,1355883
07037,2007-08-22,01,06,07,17,31,11,12,28032472,109005650,0,0,6,777835
