period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
16110,2016-09-19,07,20,21,23,30,07,10,179311987,3442910758,8,6772123,72,92985
16109,2016-09-17,03,25,28,31,34,11,12,193626665,3466514047,2,10000000,50,198739
16108,2016-09-14,10,17,22,23,25,07,09,173106306,3437657318,7,6542310,104,50797
16107,2016-09-12,02,06,19,24,26,04,06,174509999,3462561196,7,6607125,44,175322
16106,2016-09-10,03,21,30,33,35,01,04,191510252,3493879603,6,7312443,139,52781
16105,2016-09-07,08,11,31,34,35,01,02,175645150,3509923337,1,10000000,55,173380
16104,2016-09-05,01,20,22,23,30,06,07,176312231,3475855899,3,10000000,46,196336
16103,2016-09-03,05,14,20,23,29,03,11,196977631,3461843842,3,10000000,76,107797
16102,2016-08-31,03,05,06,34,35,03,12,177794219,3449353717,0,0,55,155538
16101,2016-08-29,04,06,28,33,35,07,12,176690621,3405154941,1,10000000,24,379420
16100,2016-08-27,08,12,19,26,30,02,12,194558808,3372470173,1,10000000,145,67260
16099,2016-08-24,03,04,12,14,27,01,05,176499869,3337125371,1,10000000,41,229363
16098,2016-08-22,08,09,11,20,29,04,05,174126611,3309928561,4,7630986,101,56705
16097,2016-08-20,06,08,18,31,33,10,12,194470665,3318516210,1,10000000,55,182570
16096,2016-08-17,01,06,08,12,21,05,10,176201944,3279830818,5,7280272,63,123759
16095,2016-08-15,08,12,18,19,21,03,06,172149445,3296613494,2,9779074,93,71663
16094,2016-08-13,01,14,16,17,18,05,07,193668600,3293149626,7,7651464,47,180781
16093,2016-08-10,01,08,14,30,35,06,07,174774485,3305502727,5,8033290,104,68481
16092,2016-08-08,02,13,31,33,34,07,11,175425164,3311199962,2,10000000,44,172219
16091,2016-08-06,08,13,17,21,22,02,08,194108585,3290154296,3,10000000,43,193067
16090,2016-08-03,04,06,08,28,32,07,12,177705779,3277357768,1,10000000,40,228071
16089,2016-08-01,07,14,17,28,34,07,10,173986818,3245924700,0,0,57,143575
16088,2016-07-30,04,06,17,21,30,06,11,191906681,3206441463,1,10000000,52,157378
16087,2016-07-27,03,16,17,23,25,07,09,173941407,3178408229,2,10000000,57,138645
16086,2016-07-25,03,05,22,25,30,07,09,170252092,3165240870,2,10000000,45,163813
16085,2016-07-23,14,15,27,31,32,01,07,188292705,3154382762,47,5355451,97,76135
16084,2016-07-20,08,12,15,26,35,01,08,168397590,3379034576,0,0,35,244199
16083,2016-07-18,01,05,09,33,35,01,05,172863465,3337317109,6,7073427,87,71429
16082,2016-07-16,03,08,23,28,29,02,07,189939641,3354316977,6,7670901,76,102289
16081,2016-07-13,06,07,18,21,33,03,08,171324058,3364881401,1,10000000,75,94118
16080,2016-07-11,15,20,29,30,33,07,12,173241722,3336763346,4,9120909,54,133795
16079,2016-07-09,07,14,15,20,27,05,10,192640889,3335784172,2,10000000,61,145812
16078,2016-07-06,07,18,29,31,35,05,11,176031216,3316339129,1,10000000,48,150604
16077,2016-07-04,09,11,14,16,35,02,05,174576074,3290546304,1,10000000,24,362071
16076,2016-07-02,03,08,10,17,31,05,06,196154295,3259813305,4,9767946,51,173379
16075,2016-06-29,03,07,17,22,31,08,12,176883798,3255540118,4,9256229,54,163291
16074,2016-06-27,01,05,07,11,14,03,08,175722061,3253621821,0,0,29,308116
16073,2016-06-25,07,14,17,24,27,08,10,194352348,3212539589,9,6617923,216,35457
16072,2016-06-22,16,20,24,26,31,04,09,175717401,3244300482,2,10000000,37,196081
16071,2016-06-20,08,15,19,20,33,07,12,175417801,3228188881,0,0,85,90176
16070,2016-06-18,02,09,13,19,23,05,07,197159296,3188361100,2,10000000,57,154856
16069,2016-06-15,14,17,19,23,30,02,09,178476614,3168678368,0,0,43,172894
16068,2016-06-13,05,07,22,26,34,07,12,177410817,3130353378,2,10000000,73,105067
16067,2016-06-11,02,08,11,13,19,02,08,193116655,3112353931,7,6834426,61,118226
16066,2016-06-08,10,28,29,31,33,05,11,174801414,3134209189,2,10000000,46,218229
16065,2016-06-06,01,09,18,22,24,11,12,181371568,3110745172,2,10000000,38,225905
16064,2016-06-04,01,02,10,18,35,05,11,203000672,3091375735,1,10000000,81,118266
16063,2016-06-01,08,12,22,27,35,05,09,183210569,3048747028,14,5840860,64,124023
16062,2016-05-30,02,10,14,15,35,01,09,188425995,3132059059,1,10000000,68,135737
16061,2016-05-28,09,15,17,21,23,07,12,215033704,3093759024,3,13333333,52,192296
16060,2016-05-25,02,06,22,27,34,08,11,196515573,3077037661,1,15000000,22,400797
16059,2016-05-23,02,10,27,28,33,05,07,202819144,3043271917,2,15000000,61,143169
16058,2016-05-21,02,15,17,23,28,05,09,229058692,3014713549,4,11654117,41,250353
16057,2016-05-18,08,17,19,23,30,03,08,213023494,3009402657,7,9768594,93,89132
16056,2016-05-16,10,12,14,31,35,04,05,210790992,3032443827,3,15000000,86,99307
16055,2016-05-14,06,21,27,30,34,04,09,226059390,3015190001,1,15000000,52,158077
16054,2016-05-11,02,05,09,21,30,06,07,205932685,2979083994,1,15000000,58,141766
16053,2016-05-09,04,13,15,30,35,03,05,201842185,2944900065,0,0,36,232271
16052,2016-05-07,08,14,19,20,33,10,11,223301686,2899026352,3,14927164,166,52598
16051,2016-05-04,16,21,23,24,32,07,08,207454874,2893688412,1,15000000,26,321949
16050,2016-05-02,07,17,21,29,35,04,05,188690604,2861932628,0,0,41,199431
16049,2016-04-30,03,04,05,27,33,04,09,225571411,2815398495,3,12777777,31,309766
16048,2016-04-27,04,12,17,25,27,04,10,211943223,2796673004,7,8182563,364,15478
16047,2016-04-25,02,03,23,29,32,05,09,209248189,2818458597,2,15000000,63,151835
16046,2016-04-23,03,19,22,32,34,08,12,234063155,2802250699,1,15000000,51,210082
16045,2016-04-20,07,11,25,30,33,02,08,208877948,2751851987,2,15000000,79,84640
16044,2016-04-18,01,06,10,20,31,05,11,209144746,2741738778,1,15000000,38,220169
16043,2016-04-16,01,09,16,33,34,09,12,228715316,2702567559,2,15000000,55,200654
16042,2016-04-13,02,06,08,19,24,01,06,214155413,2664544915,6,8767057,34,306819
16041,2016-04-11,12,23,24,27,34,03,06,181468695,2665901627,4,8286971,57,142554
16040,2016-04-09,20,22,29,30,35,01,06,195762857,2670147850,2,10000000,98,98591
16039,2016-04-06,01,08,16,22,28,04,05,175964032,2644960121,1,10000000,128,56639
16038,2016-04-04,03,07,09,15,33,05,12,162789486,2619796551,1,10000000,28,290425
16037,2016-04-02,03,05,13,24,34,03,05,190154993,2591557138,4,9893072,39,250605
16036,2016-03-30,07,15,26,30,31,03,06,178303412,2586646951,2,10000000,65,111495
16035,2016-03-28,17,22,24,25,29,09,12,176183863,2569760622,0,0,33,269315
16034,2016-03-26,14,18,31,32,35,09,10,196686078,2529363336,3,10000000,38,263586
16033,2016-03-23,03,14,15,31,35,09,10,176664030,2511698040,2,10000000,54,147384
16032,2016-03-21,05,09,14,20,33,05,12,177132305,2493009722,2,10000000,57,161918
16031,2016-03-19,03,14,24,27,29,04,11,199452289,2476910786,3,10000000,65,157334
16030,2016-03-16,10,19,21,29,33,04,06,177689118,2465972725,5,7316928,66,117400
16029,2016-03-14,20,26,27,29,32,05,12,171706268,2479920749,3,8208990,46,119796
16028,2016-03-12,13,18,20,23,31,03,06,189419722,2483217739,2,10000000,37,212750
16027,2016-03-09,06,11,13,15,28,02,06,165730671,2463504249,1,10000000,39,200386
16026,2016-03-07,02,06,29,30,34,01,07,172906063,2437434650,2,10000000,33,286308
16025,2016-03-05,03,06,13,23,24,07,10,189993749,2414488420,7,6817484,107,60565
16024,2016-03-02,01,02,11,15,18,04,08,175020852,2434908381,3,10000000,31,293421
16023,2016-02-29,04,09,14,25,27,06,11,172348704,2423340376,3,9980529,37,244498
16022,2016-02-27,04,18,21,30,35,02,11,189772716,2418520496,5,8322614,53,171287
16021,2016-02-24,01,04,09,10,35,09,11,172707771,2423302041,3,10000000,21,432296
16020,2016-02-22,01,16,22,29,30,02,09,171343959,2413910892,3,10000000,45,169545
16019,2016-02-20,04,11,15,20,26,08,09,190202047,2404067663,4,8500974,111,64495
16018,2016-02-17,05,10,13,27,33,08,11,168872599,2406571046,9,6595943,81,75696
16017,2016-02-15,11,18,24,28,29,05,10,164715457,2435071508,1,10000000,32,203318
16016,2016-02-06,03,10,22,29,32,02,05,219513959,2412371190,0,0,110,97760
16015,2016-02-03,01,04,10,13,30,03,09,175834905,2358276843,1,10000000,50,126080
16014,2016-02-01,06,08,21,24,27,02,10,167498517,2336966940,1,10000000,37,218384
16013,2016-01-30,03,21,23,31,35,02,11,196083786,2308385677,4,9581482,40,246681
16012,2016-01-27,05,07,11,23,28,03,12,174347733,2304563180,3,9927745,68,120953
16011,2016-01-25,02,08,10,15,23,05,10,165598768,2299985144,4,8455618,48,152113
16010,2016-01-23,12,13,15,16,28,02,05,186070936,2302754070,6,7946166,32,274772
16009,2016-01-20,05,08,10,17,20,02,12,176511721,2311006265,2,10000000,55,127973
16008,2016-01-18,05,12,31,34,35,04,05,178354713,2298400864,3,8861198,76,84999
16007,2016-01-16,02,05,14,32,35,01,03,202035521,2298709549,0,0,39,303989
16006,2016-01-13,14,16,17,22,24,02,09,180497252,2247031342,3,9007208,31,298056
16005,2016-01-11,06,09,12,15,20,08,11,169105644,2246550937,6,6921443,123,43518
16004,2016-01-09,10,20,23,32,35,09,10,191871662,2264943524,1,10000000,41,221591
16003,2016-01-06,04,12,17,22,26,06,07,175147656,2227670567,3,8789527,59,126551
16002,2016-01-04,07,12,18,25,35,07,09,173986996,2228413817,2,10000000,91,76006
16001,2016-01-02,01,07,19,20,30,05,10,191171493,2210663926,0,0,83,90901
15153,2015-12-30,01,07,22,27,33,02,11,177341413,2174681996,3,9835181,52,183393
15152,2015-12-28,04,05,22,29,35,02,11,173577818,2169835751,1,10000000,34,270382
15151,2015-12-26,15,16,18,30,35,01,07,197782412,2137475851,2,10000000,45,194264
15150,2015-12-23,04,13,18,25,33,03,07,175439825,2118309429,4,8586173,58,120005
15149,2015-12-21,04,06,10,12,28,02,08,172292839,2120052540,1,10000000,41,191574
15148,2015-12-19,08,11,27,31,33,08,09,186856040,2090620190,3,8288276,36,207954
15147,2015-12-16,01,02,13,18,19,08,10,167621529,2094531807,0,0,149,39141
15146,2015-12-14,04,15,19,27,31,04,11,168450253,2058880835,8,7328084,62,137282
15145,2015-12-12,06,07,20,29,32,11,12,186825762,2075176701,0,0,60,143786
15144,2015-12-09,01,09,24,26,29,06,11,164903129,2031681187,6,7225565,53,142351
15143,2015-12-07,09,20,31,33,35,10,11,170425278,2047286906,0,0,38,219379
15142,2015-12-05,12,14,22,26,30,03,06,178123661,2006518972,1,10000000,35,236599
15141,2015-12-02,02,04,15,19,31,02,03,169075319,1982691329,2,10000000,37,214588
15140,2015-11-30,01,11,15,26,35,06,11,166263824,1964244295,2,10000000,40,203372
15139,2015-11-28,02,03,05,25,32,05,07,183764171,1947298377,3,9633388,55,170653
15138,2015-11-25,01,16,20,29,32,04,07,165225737,1943530802,1,10000000,19,458746
15137,2015-11-23,14,17,21,23,26,08,11,163579669,1912625918,6,6668934,163,33527
15136,2015-11-21,05,20,23,29,32,02,10,183355072,1931606870,0,0,29,313506
15135,2015-11-18,05,16,20,25,29,06,08,169937109,1885887140,3,8326096,55,103016
15134,2015-11-16,01,02,06,15,35,04,07,166723168,1888647564,1,10000000,44,166325
15133,2015-11-14,03,07,08,25,30,04,08,183154237,1864412215,2,10000000,65,107549
15132,2015-11-11,03,08,14,18,27,01,05,167451867,1847218046,4,7217938,73,77107
15131,2015-11-09,11,17,19,20,27,02,03,165318307,1859845621,1,10000000,34,258876
15130,2015-11-07,17,25,31,32,34,02,12,180690724,1829288227,0,0,42,224534
15129,2015-11-04,01,06,23,25,29,03,09,168098239,1787749312,0,0,47,162217
15128,2015-11-02,10,12,23,30,32,03,04,163647991,1745843042,0,0,58,140554
15127,2015-10-31,09,11,14,19,30,03,08,177658247,1707307787,2,10000000,51,150417
15126,2015-10-28,04,05,08,09,21,03,06,167281836,1688575292,2,10000000,39,193674
15125,2015-10-26,02,03,15,17,28,08,10,161220270,1676808840,0,0,66,103509
15124,2015-10-24,04,06,12,31,32,03,06,178740598,1644462021,1,10000000,46,183164
15123,2015-10-21,04,15,27,29,30,02,10,162261394,1617571033,2,10000000,29,279909
15122,2015-10-19,11,13,15,26,35,06,11,163688001,1598150469,1,10000000,36,222914
15121,2015-10-17,02,04,17,27,28,04,06,183528820,1574025843,1,10000000,65,124178
15120,2015-10-14,01,09,15,24,32,05,10,163693770,1542943366,12,5286036,146,15000
15119,2015-10-12,01,08,12,16,21,06,11,161118237,1612482645,2,10000000,73,99442
15118,2015-10-10,03,07,20,24,31,04,09,179404233,1598506448,1,10000000,35,234588
15117,2015-10-07,06,17,20,30,33,10,11,150716634,1571949674,1,10000000,27,282630
15116,2015-10-05,07,10,19,24,33,03,07,140096862,1546620811,1,10000000,107,57318
15115,2015-10-03,08,12,13,14,16,03,09,156838517,1524904832,2,10000000,51,132995
15114,2015-09-30,09,18,24,31,34,02,10,153812339,1512320825,2,10000000,30,287412
15113,2015-09-28,01,14,21,29,33,02,10,155983901,1491364543,1,10000000,55,133177
15112,2015-09-26,04,05,15,19,28,04,11,173737414,1466183380,12,6132899,72,83506
15111,2015-09-23,07,08,16,24,28,03,10,155902332,1508880896,1,10000000,42,145692
15110,2015-09-21,02,07,10,22,30,07,11,156934105,1495014019,3,8796319,78,91163
15109,2015-09-19,01,06,11,22,31,03,12,175266499,1495720964,1,10000000,29,292108
15108,2015-09-16,01,13,16,26,31,07,12,161998296,1462391575,1,10000000,32,250464
15107,2015-09-14,03,23,25,28,29,06,07,156081037,1433360911,2,9681100,72,74257
15106,2015-09-12,02,11,13,22,30,02,03,177777720,1430870722,3,10000000,77,109179
15105,2015-09-09,08,09,15,21,27,05,09,158749270,1420929062,8,6255530,79,76255
15104,2015-09-07,16,19,25,30,34,04,09,160775788,1456310407,4,9165291,33,233023
15103,2015-09-05,07,09,15,25,34,04,10,171173990,1455105281,4,8219715,45,144777
15102,2015-09-02,11,14,15,33,34,03,12,162086829,1459255310,3,10000000,42,198786
15101,2015-08-31,06,12,17,18,32,07,12,158243139,1449994950,2,10000000,60,113139
15100,2015-08-29,09,15,18,23,32,05,07,178385394,1439790281,0,0,66,119913
15099,2015-08-26,09,12,14,22,25,05,10,163494555,1401717848,1,10000000,60,118781
15098,2015-08-24,09,14,21,27,33,06,09,158809204,1376083288,5,7392129,123,44562
15097,2015-08-22,04,16,17,26,27,01,04,177707072,1385860648,11,5995473,295,20461
15096,2015-08-19,03,09,12,18,21,02,06,160650698,1435883288,4,8099057,76,82721
15095,2015-08-17,08,14,26,34,35,05,10,154621807,1440739717,2,10000000,51,95306
15094,2015-08-15,02,03,10,11,29,03,07,173594229,1435245222,5,7249018,57,141399
15093,2015-08-12,16,17,25,26,27,02,04,156928961,1451063553,3,8805364,95,53680
15092,2015-08-10,02,14,21,27,34,05,08,152197701,1451533975,2,10000000,41,169675
15091,2015-08-08,02,07,28,29,30,03,07,169440511,1443881668,12,5702251,91,60709
15090,2015-08-05,06,09,11,17,21,06,08,155099232,1512866237,4,8039435,76,84924
15089,2015-08-03,05,12,18,20,27,10,12,150454358,1518071721,0,0,59,127971
15088,2015-08-01,05,15,28,31,34,11,12,169930972,1483412687,2,10000000,24,381203
15087,2015-07-29,02,05,15,17,22,01,11,155740439,1470621295,2,10000000,29,261627
15086,2015-07-27,05,09,11,15,32,04,09,150984971,1464467336,2,9941256,51,90748
15085,2015-07-25,02,03,04,06,16,03,12,170011903,1461889590,1,10000000,43,211670
15084,2015-07-22,10,20,21,32,34,06,07,156104489,1426556903,2,10000000,56,112914
15083,2015-07-20,14,16,19,25,29,10,12,155306617,1413999921,1,10000000,28,283125
15082,2015-07-18,08,15,28,31,33,03,06,171399172,1386721781,0,0,73,95920
15081,2015-07-15,03,04,10,13,17,05,09,156405464,1354908004,3,9998951,28,258864
15080,2015-07-13,14,20,29,30,32,03,08,153920898,1350821094,19,5197889,107,18135
15079,2015-07-11,01,09,17,23,24,04,05,171422165,1449582407,2,10000000,43,185287
15078,2015-07-08,19,24,26,28,33,01,02,161483265,1439120707,1,10000000,31,288085
15077,2015-07-06,01,16,17,22,28,02,09,157870045,1410707518,3,9859169,68,83173
15076,2015-07-04,03,19,21,31,34,05,12,177379432,1407154321,3,10000000,35,249391
15075,2015-07-01,13,14,26,27,33,10,12,160238358,1400549959,1,10000000,28,277900
15074,2015-06-29,01,12,21,27,33,04,09,160608454,1369791223,0,0,26,309662
15073,2015-06-27,09,26,27,30,34,01,06,179205990,1328502863,4,8771668,43,186288
15072,2015-06-24,19,20,21,31,33,09,10,171587332,1329421453,18,5501180,255,21892
15071,2015-06-22,04,06,13,16,34,04,10,163767077,1431495361,2,10000000,58,125216
15070,2015-06-20,03,09,12,17,18,04,12,182602893,1414660916,1,10000000,56,162612
15069,2015-06-17,02,09,11,22,25,01,07,169115808,1381432966,7,6772403,120,50393
15068,2015-06-15,02,03,20,31,35,04,08,169586611,1402288984,3,10000000,27,348239
15067,2015-06-13,04,10,18,24,27,04,11,188803797,1393017834,7,7405864,87,100741
15066,2015-06-10,01,03,07,13,29,02,10,174501895,1407746553,1,10000000,35,277368
15065,2015-06-08,04,05,07,13,35,08,11,168372417,1371749617,2,10000000,48,160379
15064,2015-06-06,02,08,20,28,31,07,10,186654146,1358857647,3,9677929,64,129013
15063,2015-06-03,01,04,06,34,35,02,04,173199270,1355424220,0,0,40,260988
15062,2015-06-01,06,07,13,14,15,01,04,167993435,1309316213,1,10000000,62,156532
15061,2015-05-30,06,07,08,16,22,02,10,188282124,1275356607,5,8020321,66,118278
15060,2015-05-27,16,24,25,26,33,04,11,177925335,1281829945,7,7205019,64,114390
15059,2015-05-25,07,09,19,23,32,01,03,171661517,1297185227,1,10000000,69,101924
15058,2015-05-23,10,14,20,27,30,07,12,191940346,1272415378,1,10000000,33,261318
15057,2015-05-20,01,05,07,14,26,04,06,178811732,1239297755,0,0,39,180771
15056,2015-05-18,06,12,19,26,35,03,10,175035185,1203143440,5,8023380,45,198149
15055,2015-05-16,06,11,14,20,30,05,10,193677838,1210286220,9,6232010,90,64180
15054,2015-05-13,02,09,15,24,34,03,09,184055388,1245292482,7,6893459,100,83843
15053,2015-05-11,08,25,28,29,32,04,07,172582965,1268085740,3,9529078,65,121164
15052,2015-05-09,13,19,24,27,29,07,08,196811203,1265334320,1,10000000,78,121149
15051,2015-05-06,01,02,11,16,21,01,05,185896288,1237114602,2,10000000,88,96353
15050,2015-05-04,06,07,10,20,28,02,07,161208064,1214317771,3,8749315,232,19526
15049,2015-05-02,08,09,11,15,22,08,10,167521507,1215002201,2,10000000,45,173163
15048,2015-04-29,10,11,22,24,33,02,09,160313095,1201607522,4,7786959,42,168906
15047,2015-04-27,01,02,17,23,31,05,12,161867018,1209162913,2,10000000,80,90656
15046,2015-04-25,05,07,10,22,26,04,10,176335782,1197238200,9,6089599,146,38854
15045,2015-04-22,08,09,22,29,30,08,12,163552645,1236261155,3,8781839,197,29586
15044,2015-04-20,16,18,27,31,33,01,03,160136919,1236933448,0,0,63,126723
15043,2015-04-18,02,20,22,25,29,02,07,179164202,1201450734,2,10000000,38,221391
15042,2015-04-15,03,07,12,17,24,02,11,160724766,1178648370,5,7367374,74,83501
15041,2015-04-13,01,11,21,23,28,01,10,157324325,1189775444,21,5397755,149,42414
15040,2015-04-11,02,09,10,23,35,09,12,174893028,1338069698,1,10000000,55,146158
15039,2015-04-08,03,06,07,16,25,01,06,156374573,1310555606,0,0,46,168727
15038,2015-04-06,12,19,22,31,35,07,08,144104641,1275685338,2,10000000,65,119378
15037,2015-04-04,10,16,21,28,31,07,08,166837072,1266667677,2,10000000,74,102228
15036,2015-04-01,14,18,20,23,24,04,08,154432386,1251569256,1,10000000,32,209153
15035,2015-03-30,22,24,29,30,35,01,10,158651414,1230022010,2,10000000,88,79623
15034,2015-03-28,04,08,15,18,26,05,09,177041373,1218836194,5,7831863,73,99655
15033,2015-03-25,03,17,22,26,28,03,07,157398348,1226652726,0,0,44,145171
15032,2015-03-23,06,21,25,27,30,07,11,154307257,1196045799,2,10000000,62,100026
15031,2015-03-21,07,21,29,32,33,04,12,174951434,1185204347,3,10000000,60,132219
15030,2015-03-18,09,18,19,26,31,02,05,155910978,1177191244,1,10000000,76,81195
15029,2015-03-16,07,10,19,30,35,03,05,156821118,1156201713,0,0,74,84674
15028,2015-03-14,03,09,28,32,33,09,10,168916049,1125436730,4,7727358,107,55009
15027,2015-03-11,05,21,22,25,28,03,10,152329023,1132469279,1,10000000,48,144395
15026,2015-03-09,11,13,14,15,22,02,08,148668212,1108175348,6,6864076,37,161249
15025,2015-03-07,07,10,20,22,27,10,11,165356211,1127093621,2,10000000,57,125572
15024,2015-03-04,02,06,08,16,34,03,04,145281488,1110363550,0,0,26,273733
15023,2015-03-02,06,09,11,12,22,03,11,145197189,1075234387,1,10000000,83,71350
15022,2015-02-28,09,11,14,15,26,11,12,175842569,1052353522,0,0,33,257531
15021,2015-02-25,22,23,24,26,31,05,06,154390777,1011148456,0,0,43,157272
15020,2015-02-16,11,26,28,29,32,01,04,179938437,975106845,21,5865102,49,180170
15019,2015-02-14,02,08,16,22,24,01,03,202001607,1056985003,1,10000000,49,254839
15018,2015-02-11,04,07,10,23,31,03,07,183587012,1013044052,1,10000000,113,82211
15017,2015-02-09,07,13,16,17,29,01,07,178974941,980636543,1,10000000,75,116974
15016,2015-02-07,06,07,16,20,34,09,11,208262620,949403008,0,0,164,49292
15015,2015-02-04,01,05,13,17,32,04,11,181763862,901055602,8,5905475,79,46370
15014,2015-02-02,08,16,25,29,35,03,10,181227543,934144755,3,10000000,50,175328
15013,2015-01-31,11,15,25,28,35,07,10,197604688,922796421,0,0,40,226781
15012,2015-01-28,03,04,06,11,31,05,09,175210148,877629027,2,10000000,41,161425
15011,2015-01-26,04,13,22,25,30,01,06,181219178,867227273,16,6211643,186,42061
15010,2015-01-24,02,06,17,30,35,02,07,208415367,922553782,1,10000000,58,166880
15009,2015-01-21,17,22,26,27,33,06,10,188166127,885966276,0,0,55,158591
15008,2015-01-19,07,10,11,15,17,03,10,187348140,838917495,54,5350846,88,85830
15007,2015-01-17,02,07,08,14,31,04,08,207134099,1084804698,2,10000000,98,77735
15006,2015-01-14,06,08,30,32,33,03,07,187375191,1061791325,2,10000000,64,122162
15005,2015-01-12,11,14,15,18,19,07,08,187061405,1056022676,6,7975072,69,135230
15004,2015-01-10,03,12,14,18,28,05,06,211045780,1063303937,3,9644205,40,248150
15003,2015-01-07,12,19,27,28,34,01,12,192816707,1058932056,8,6794760,59,156326
15002,2015-01-05,03,14,20,26,32,06,10,194417743,1092064321,3,10000000,90,98741
15001,2015-01-03,08,09,19,27,30,06,07,216525466,1084864825,11,6208747,153,53300
14154,2014-12-31,05,12,17,23,28,02,09,206102484,1135404076,14,5913927,109,81189
14153,2014-12-29,01,08,13,24,32,05,10,197278961,1212140454,4,9037107,68,143133
14152,2014-12-27,05,12,18,24,33,01,05,220548247,1211422140,3,10000000,126,85285
14151,2014-12-24,03,08,26,31,32,08,12,200426121,1192625943,7,6987198,78,98775
14150,2014-12-22,19,21,30,33,35,05,07,199620079,1211404301,6,7050858,67,132908
14149,2014-12-20,02,13,19,26,35,01,05,223525491,1234346541,23,5849579,85,109364
14148,2014-12-17,03,09,10,11,20,07,09,199263390,1326828262,4,9318025,146,57656
14147,2014-12-15,05,09,14,26,34,02,09,203455020,1324845582,9,6543131,58,153503
14146,2014-12-13,02,16,23,24,28,10,11,254595224,1361277737,2,10000000,197,53974
14145,2014-12-10,15,19,22,24,26,10,11,200399143,1321185915,2,10000000,40,271725
14144,2014-12-08,01,21,24,25,35,04,11,199169295,1290463839,0,0,39,263431
14143,2014-12-06,01,11,14,18,25,06,10,223887126,1241070437,3,10000000,66,183630
14142,2014-12-03,18,21,25,28,30,04,06,200197897,1213685929,10,6504645,107,68621
14141,2014-12-01,04,17,20,26,29,05,08,201721661,1244535901,5,7942185,61,137838
14140,2014-11-29,01,19,20,25,34,07,12,228862423,1251566141,1,10000000,43,307985
14139,2014-11-26,03,05,07,15,34,01,10,206237565,1200995750,3,10000000,33,326240
14138,2014-11-24,01,07,29,32,34,09,12,204150642,1185612824,4,10000000,25,418179
14137,2014-11-22,02,11,16,22,34,02,05,228889406,1178643374,2,10000000,53,175018
14136,2014-11-19,04,18,20,34,35,07,11,210035293,1154305279,9,6580696,77,116563
14135,2014-11-17,20,26,28,30,35,09,12,207091316,1191956659,2,10000000,38,316405
14134,2014-11-15,02,05,07,11,32,09,12,231332680,1157903994,2,10000000,43,244459
14133,2014-11-12,02,08,12,14,18,04,12,210539527,1125548895,2,10000000,250,44271
14132,2014-11-10,01,03,04,19,32,01,07,207042551,1103993932,2,10000000,26,434759
14131,2014-11-08,03,16,19,23,27,03,07,229525923,1070373608,2,10000000,222,36617
14130,2014-11-05,02,18,31,32,33,05,07,204087496,1047946346,3,9832710,65,116010
14129,2014-11-03,07,22,28,30,32,05,06,203647528,1043803747,1,10000000,44,195460
14128,2014-11-01,02,04,16,22,34,08,11,213457949,1012105455,2,10000000,52,221454
14127,2014-10-29,02,04,06,15,19,02,11,191283997,980248197,3,10000000,28,394336
14126,2014-10-27,02,09,22,30,34,09,10,188290135,973284763,1,10000000,37,221647
14125,2014-10-25,12,15,19,23,31,04,10,209429406,941910615,2,10000000,114,77763
14124,2014-10-22,01,03,28,29,35,08,12,188069407,926501357,4,8967600,27,360690
14123,2014-10-20,01,09,12,22,25,02,09,185788357,926243050,3,9784550,34,249870
14122,2014-10-18,03,10,25,26,35,01,07,210987138,922321109,2,10000000,83,115949
14121,2014-10-15,13,16,18,22,32,08,10,189841132,903584105,3,9296431,64,137085
14120,2014-10-13,01,04,06,18,33,05,11,177861722,901617720,2,10000000,27,339635
14119,2014-10-11,04,08,09,13,18,08,12,199847525,876616071,1,10000000,91,93176
14118,2014-10-08,02,03,23,24,26,05,11,177771292,848491203,0,0,33,244438
14117,2014-10-06,03,14,17,18,33,06,09,158204520,806936584,2,10000000,45,133434
14116,2014-10-04,06,13,15,24,27,04,05,165743086,797914592,1,10000000,63,120272
14115,2014-10-01,01,05,26,29,30,02,10,149573879,770028734,2,10000000,47,159698
14114,2014-09-29,03,16,24,30,33,05,08,162818645,759165112,4,7238221,77,74863
14113,2014-09-27,02,13,17,19,23,01,06,177747229,770352154,5,7722784,57,128346
14112,2014-09-24,03,05,14,18,32,02,10,161645347,778946120,2,10000000,37,229873
14111,2014-09-22,11,16,18,20,29,03,04,159305669,766059220,0,0,32,253993
14110,2014-09-20,09,18,19,22,24,08,11,176071215,729018439,1,10000000,57,130823
14109,2014-09-17,15,18,20,21,23,01,02,160457788,707079547,5,8560406,39,218698
14108,2014-09-15,01,02,13,23,35,09,12,159408053,709422417,1,10000000,65,113416
14107,2014-09-13,05,13,14,21,34,08,10,181325383,691019481,1,10000000,53,156845
14106,2014-09-10,05,09,11,20,22,05,11,162710870,657364184,1,10000000,67,100367
14105,2014-09-08,04,10,26,29,32,04,08,150824984,634577614,2,10000000,54,126768
14104,2014-09-06,07,13,14,28,32,04,11,176198779,621617813,5,8234166,63,130673
14103,2014-09-03,14,20,23,25,26,10,12,159163558,626567022,1,10000000,44,199664
14102,2014-09-01,01,07,14,19,20,03,12,160748402,596966907,3,9256358,69,100215
14101,2014-08-30,09,10,12,17,28,03,11,174450095,595465040,0,0,88,77272
14100,2014-08-27,02,04,08,12,35,01,07,162499795,559791030,2,10000000,40,223353
14099,2014-08-25,15,21,22,23,33,01,07,163978997,541306441,3,10000000,52,171518
